id,post_text
39,"اسلام علیکم! 
جناب کہہ لیں کہ ایک مسافر راستہ بھٹک گیا ہے آپکی رہنمائی سے اس مسافر کی منزل کا تعین آسان ہو سکتا ہے (انشاء اللہ)
مجھے پورن+مشت زنی کہ دلدل میں پھنسے ہوئے تقریباً 3 سال مکمل ہو گئے ہیں مجھے یاد ہے کہ جب اس لت میں پھنسے ہوئے مجھے کوئی زیادہ نہیں 6 ماہ ہوۓ تھے تو نیا عیسوی سال شروع ہو گیا تھا اور میں نے عہد کیا تھا کہ بس اب اور نہیں لیکن پھر کچھ عرصے میں پھسل گیا 
میں اس وقت یونیورسٹی کا طالب علم ہوں اور الحمدللہ جنوری میں میرا سیمسٹر شروع ہوا تھا تو سال کے شروع میں آپ جانتے ہیں جذبہ اپنے عروج پر ہوتا ہے تو میرا یہ چیلنج جنوری سے لے کے مارچ کی 21 تاریخ تک تقریبا 81 بنتے ہیں تو میرا چیلنج اتنے دن تک رہا تھا پھر اپریل کے اخر تک میرے سیمسٹر کی ختم ہونے تک تقریبا دو مرتبہ میرا چیلنج ٹوٹا لیکن پھر بھی الحمدللہ چونکہ مصروفیت زیادہ ہوتی ہے تو سلسلہ اللہ کے فضل سے اچھا چلتا رہا اب مسئلہ یہ ہے کہ سیمسٹر کی ختم ہونے کے بعد میری تقریبا ایک ماہ کی چھٹی ہوئی تھی تو چھٹیوں میں شروع کے کوئی تین دن تو کچھ بوریت رہی اور پھر چوتھے دن میرے دماغ نے اس بوریت کو ختم کرنے کے لیے پرانا حل ڈھونڈا جو کہ پورن اور مشت زنی کی صورت میں تھا اب میری وہ ایک ماہ کی چھٹیاں تو خیر جیسی تیسے خراب گزری اب مسئلہ یہ ہے کہ 8 جون سے میری پڑھائی دوبارہ شروع ہو چکی ہے لیکن میرا دماغ ابھی تک صحیح نہیں ہو پا رہا ہے مطلب سب سے بڑھ میرا اللہ کے ساتھ تعلق خراب ہو رہا ہے اور پڑھائی بھی شدید متاثر ہے 
اس تین سال کے عرصے میں اللہ کے فضل سے میں کئی مرتبہ 60 دن کے اور 30 دن کے چیلنجز مکمل کر چکا ہوں لیکن بس ثابت قدمی کے ساتھ میں مکمل طور پر ان بری عادات سے چھٹکارا نہیں حاصل کر پا رہا ہوں اور میرے ساتھ ایک مسئلہ یہ ہے کہ جب میں ان عادات سے دور رہتا ہوں تو بالکل دور رہتا ہوں اور جب میں کسی بھی وجہ سے اس عادت میں دوبارہ گرفتار ہوتا ہوں تو پھر بہت ہی شدید ترین بہت ہی خطرناک طریقے سے اس میں گرفتار ہو جاتا ہوں مطلب پھر مجھے 24 گھنٹوں کا بھی کوئی احساس نہیں رہتا 
 پہلے تو میں پھر کچھ کم درجے کی ویڈیوز دیکھتا تھا لیکن اب تو میں ایسی ویڈیوز دیکھنے کا عادی ہو گیا ہوں کی جس کا ذکر کرنا بھی آدمی کے لیے شرم سے دوب مرنے کا مقام ہے 
میں اپنے موبائل میں پریمیم بلاکر ایپس apps بھی ڈاؤن لوڈ کر کے رکھتا ہوں لیکن جیسا کہ اپ جانتے ہیں کہ کوئی بھی بلاکر مکمل طور پر ہر چیز کو بلاک نہیں کرتا کہیں نہ کہیں کچھ نہ کچھ خلا باقی رہ جاتا ہے تو دماغ کو ان خلا کے بارے میں پتہ ہے اور جب بھی مجھے کوئی urge ہٹ کرتی ہے تو دماغ ڈائریکٹ ان راستوں کی طرف جاتا ہے
ایک اور چیز میرے پڑوس میں میرا دوست رہتا ہے تو ہم دونوں ساتھ مل کر اس چیلنج کو کرنےکی کوشش رہے ہیں لیکن مجھے ایسا لگتا ہے کہ شاید اس سے بھی مجھے خاصہ کوئی فائدہ نہیں ہو رہا
آپکI اس میسج کو وقت نکال کر پڑھنے کا شکریہ 
جزاک اللہ خیرا کثیرا See less"
40,السلام علیکم.میرا مسئلہ یہ ہے کہ مجھے جنسی خواہش بالکل بھی نہیں اور نہ ہی کوئی اریکشن وغیرہ اور کوئی مشت زنی وغیرہ کچھ بھی نہیں کرتا اور بے چینی چڑچڑا پن اداسی شدید تھکاوٹ رہتی ہے مجھے مشورہ دیں کس سے چیک اپ کرواؤں؟
41,السلام علیکم کیا حال ہے دوستو امید ہے خیریت سے ہوں اج چیلنج کا تیسرا دن جا رہا ہے جس ساتھی کا بھی چیلنج کا تیسرا دن جا رہا ہو اس اور میرا اج سے کمنٹ ایک دوسرے کو کریں گے یعنی ہمیں اس چیز کا احساس کہ ہم نے یہ چیز چھوڑنا ہے ائندہ اس سے مکمل پرہیز کرنا ہے اس کا تین دن کا تین دن ہو گئے
42,"السلام علیکم 
امید کرتا ہوں آپ سب خیریت سے ہونگے 
بھائیوں مجھے بہت بڑی پریشانی نے گھیرا ہوا ہے میں پچھلے دس سالوں سے مش۔ت زن۔ی جیسی گندی عادت میں مبتلا ہوں روز کہتا ہوں آئندہ نہیں کروں گا لیکن خود پہ قابو نہیں رکھ پاتا میں بہت پریشان ہوں مش۔ت زن۔ی کر کے میں نے اپنی صحت ، ذہنی سکون ، اعتماد ، کنفیڈنس سب کچھ گنوا دیا ہے یہ گندی لت میرا پیچھا نہیں چھوڑ رہی میں بہت پریشان ہوں میرے ہم لڑکے مجھ سے بڑے اور صحت مند ہیں لیکن میں مش۔ت زن۔ی کی وجہ سے پیچھا رہ چکا ہوں پلیز مجھے بتاؤ میں ایسا کیا کروں کہ اس بیماری سے ہمیشہ ہمیشہ کے لیے جان چھوٹ جائے 
 See less"
43,ALhmudullah Aj 100 Dan hoe Hain masturbation ni ki aur naa hee Koee zana KA Kam bas ek problem hai k peshab k bad qatree atee mny ki koee rahnumee  kre please
44,"Assalamualaikum pyare Dosto 
Meri madad 
 karo or ik acha sa mashwara do main Dubai main Ho or or Mari shadi or December 2025 main shadi hugayi he shadi se pihle main taqreban 10 ya 12 sall ye Ganda Kam Kya ta shadi Huyi 49 days BV k Sath Raha phir Dubai aya BV ko Kuch pregnancy nahi Huyi udar Pakistan main test Karaya Mera masla tha sparm count Kam tha likin meri chutty Khatam  ho gayi main waspas aya Dubai Idar jubse aya ho mere left side testicle main Dard he or kabhi buhut shadeed Dard karta he idar Dr ko dekaya Ultrasound waghera kar k Dr bola Mera left side mild epididymis he likin 4 months medicine use Karne k bad B Kuch guzara nahi huwa abhi main ik ajeeb tension main Ho Q k abhi Pakistan nahi jasakta udar mere upar karza he or Demagh me yahi tension he k kahi main future main apni BV k Haq ada kar pawonga ya nahi main Kya karo 
Dubai main treatment Sahi nahi he or dosra Mera job B wazan utane Wala he  muje mashwara do main. Kya karo please 
 See less"
45,"السلامُ علیکم بھائیوں 
ایسی کون کون سی مثبت سرگرمیاں ہے جس سے برے خیالات سے بچا رہو اور  موبائل اسکریننگ کم ہوجائے بنیادی طور پر میرے چیلنج ٹوٹنے کی بنیادی وجہ موبائل ہی ہے پچھلے کچھ دنوں سے میں نے موبائل چلانا زیادہ ردیا ہے جس سے میرے دماغ پر منفی اثرات مرتب ہورہے ہیں مثلاً کم سونا اور سستی وغیرہ اور جب بندہ ایسے کام کرتا ہے تو چیلنج توڑنے کے لیے شیطان اکساتا ہے"
46,"Hello Assalam Alaikum mery age22 H
he me 5sal se masterbution krta ho ab mery Nafs ki size boht choti or delapan he August m shadi he kya kro koi bahi delpan khtm karny  or size barhany k lye koi Ilaz batao zyada pareshan ho."
47,السلام علیکم میں کوئ 12 سال کی عمر سے مشتزنی کی عادت میں مبتلا ہوں۔شروع میں تو صرف اتوار یا جمعہ والے دن نہاتے وقت ہی کر دیتا تھا لیکن آہستہ آہستہ دن میں ایک بار دو بار پھر پانچ بار تک بھی کر دیتا تھا۔بہرحال میں نے یہ گروپ  2023 2024  سے جوائن کیا ہے۔لیکن کوئ طویل عرصے کا چیلنج نہیں کیا۔20 سال کی عمر میں میرا لمبا چیلنج 2 ماہ کا تھا۔پھر بغیر کوئ فحش مواد دیکھے پورون ماسٹر بیشن ہو گئ۔پھردس بارہ با یہ گندہ کام کرنے کے بعد پندرہ دنوں بعد پھر چیلنج سٹارٹ کیا ۔لیکن پ ھر دو ماہ اور آٹھ دن  کے اختتام کے بعد موبائیل میں پیکج لگوانے کی وجہ سے پھر یہی کام کردیا۔دس بارہ بار کرنے کے بعد تقریبا پانچ دنوں بعد پھر سے چیلنج سٹارٹ کیا ہے۔میرا یہ سوال ہے کہ کوی ایسا طریقہ ہے کہ میرے موبائل میں vpn پیڈ ہو جا ۓ تاکہ میں یہ کام دوبارہ نہ کر سکوں See less
48,Assalamualaikum to all mry shadi ko 1 year hogya mgr abhi tk baby ni hwa kya koi test report ke bare mn Bata skhta Hy keh ye clear Hy ya nahi please
49,مجھے چیلنج کو 1 مہینہ ہو گیا ہے لیکن اب مجھے نیند بہت آتی ہے جسم میں سستی بہت ہوتی ہے کسی کام کو دل نہیں کرتا پور دن رات سوتا ہو پھر بھی نیند پوری نہیں ہوتی
50,"Asalam o alikum kia hal hai.umeed hai sub theek hongy.
mari request ye hai 81 din ho gay mere challenge ko.... mgrrr aaj wife se video call py bat ki to erection ho gai... mgrrr main ne control krnay k liay mazbooti se sakhti se pka pakar liya ... iss tareeqay se pakra k mazeed agay karwa,i na ho....
mujhay Lagta hai.... shayed 1 , ya aadha qatra nikla ho............to kia iss soorat mein mere challenge toot giya........"
51,U Assalamualaikum  Mera ik testies normal hn or kafi had tak bara hn jub us ko utha ho tora sa Dard hota hn es Ka Kya karo.ma testies ka bara hone ki waja se nafs bi chota lagta hn is ka koi Hal ho TU Bata de plz
52,میری شادی کو 2 ماہ ہوے ہیں اور 1 ماہ تو بہت اچھا چل رہا تھا عید کے دنوں میں گوشت کھایا اور دو تین بہت ہی اچھا رہا اور اسکے بعد اب نہ سختی ہے اور ٹائمنگ ہے مشورہ دیں
53,Mera righ testes phoola hua hai kia mai shadi k like hoo or kia mai bachay panda kar stkaka hoo
54,Muja 66 days ho gaya ha bilkul sahi tha but aj bahut bura khayal a rha hain aur main na aj porn b dekh li wo b bas movies dekhta dekhta samna ayi tu dekhna shoru kr di phir 2 3 video aur dekh li but sath sath guilt b a rha tha phir sath he back b kr diya masturbation nahi ki us pa control ha aur muja itna din hona k bad b night fall nahi houa plz guide me k sab kuch theek ha ider sa b mera challenge complete ho sakta ha ya challenge tot gaya ha
55,اللہ کا شکر ہے اج چیلنج کو 50 سے اوپر دن ہو گئے ہیں اور 2400 میٹر دوڑ مسلسل بغیر رکے دوڑ کر ایا ہوں ایک منٹ میں سانس نارمل ہو گیا الحمدللہ
56,"asslikum walkium 142 din ho gaye ha shukar alhimdullih 
lakin do  addat ni chot rhi wo ha 
(Edging) din ma aj 2/3 Baar edging kar li 
lakin Maza farg ni kia 
discharge tak laya fir chor dia fir Liya esa din 3/4 Baar howa 
dosra masla ya ha ki
(mera Dil mutmain ni ho rha kuch second ma discharge tak a jata ho 20/30 seconds ma yani itna din ma be sex timing increase q ni howi ma soch rha tha 4/5 mint lag Jaye ga ab discharge hona ma ya malsa ha kuch second ma a jata ha Maza ) 
Admin please approve 
 See less"
57,Aslam O Alaikum. Meri 38 ha Meri Shadi howi or 3 Bache ha Mashallah. Per Mera accident howa. Jis ma kafi madicen use ki. Operation b howa. Ab mujhe Jo Masla pesh Arha ha wo sex ki jazbat na hone k barabar ha. Or sakhti b na hone k barabar ho gaye. Timing to belkul zero hogaya. Ma na 1 Hakeem se elaj Kiya Jo maide or Masane k garmi ka Keh rahe the. Jab ma madicen use kar raha ta. To os time sex ki khwahish b Hoti ti or 1 ya do shot Laga sakta ta. Timing b behtar howi thi. But jaise wo Madicen khatam howi to ahesta ahesta with in 1 month per wahi halat ho gaye. Ab mujhe samjh nhi arha k ma kaha se elaj kro Kiya kro. Jab k Meri job ki bahout bari tension b ha. Mujhe accident k wajha se company na Nikal deya . Es dowran ma job k Leye fit nhi ta. 1 Saal se zeyada arsa hogaya accident ka. To please koi suggestions de de. Ma Kiya kro kaha se elaj karo k jawani ki bahre per naseeb ho jaye. See less
58,mujy UTI ki koi symptoms nhi ha likn me ne waisy he ehtiat k liye test kia kia ye normal ha ye infection ha
59,"شادی کو 3,سال ہونے والے ہیں پہلے دن سے ایک مسلہ ہے ابھی تک وہ ٹھیک نہیں ہو رہا ہے نفس میں سختی کم آتی ہے آتی ہے جلد چلی جاتی ہے بہت میڈیسن کے چکا ہوں کوئ فرق نہیں"
60,"السلام و علیکم و رحمتہ اللہ وبرکاتہ 
الحمدللہ رب العالمین 
آج 56 دن ہوگئے ہے چیلنج کو اور ابھی جاری ہے الحمدللہ اللہ پاک نے مجھے ہمت دی ہے اور کل انشاء اللہ مسلمانوں کا نیا سال شروع ہو رہا ہے تو آپ سب بھائیوں سے یہ ریکویسٹ کرنی ہے کہ آج ہی سچی توبہ کرلے پلیز بھائیوں چھوڑدو یہ گندی فلمیں دیکھنا اور پورن دیکھنا اپنی نظر کی حفاظت کرو میں بھی اور آپ سب بھی تو آج اللہ پاک کے حضور سچے دل سے توبہ کرتے ہے آپ بھی اور میں بھی ک انشاء اللہ یہ گناہ آیندہ نہیں کرے گے بے شک اللہ پاک معاف کرنے والا ہے بہت مہربان ہے امید ہے کہ آپ سب بھائی آج میرے کہنے پر اللہ سے معافی مانگ کر توبہ کرے گے انشاء اللہ 
یا اللہ پاک ہمیں معاف فرما ہمارے جو گناہ ہے آپنی رحمت سے معاف فرما دے آمین ثم آمین 
 اللہ پاک ہمیں سمجھنے کی توفیق عطا فرمائے آمین ثم آمین
Numan Saeed Rana Atif Umar Khan Muhammad Muhammad See less"
